public virtual ListSpeechSynthesisTasksResponse ListSpeechSynthesisTasks(ListSpeechSynthesisTasksRequest request){var options = new InvokeOptions();options.RequestMarshaller = ListSpeechSynthesisTasksRequestMarshaller.Instance;options.ResponseUnmarshaller = ListSpeechSynthesisTasksResponseUnmarshaller.Instance;return Invoke<ListSpeechSynthesisTasksResponse>(request, options);} ||| public ListSpeechSynthesisTasksResult listSpeechSynthesisTasks(ListSpeechSynthesisTasksRequest request) {request = beforeClientExecution(request);return executeListSpeechSynthesisTasks(request);}
public override TokenStream Create(TokenStream input){try{NLPChunkerOp chunkerOp = null;if (chunkerModelFile != null){chunkerOp = OpenNLPOpsFactory.GetChunker(chunkerModelFile);}return new OpenNLPChunkerFilter(input, chunkerOp);}catch (IOException e){throw new ArgumentException(e.ToString(), e);}} ||| public OpenNLPChunkerFilter create(TokenStream in) {try {NLPChunkerOp chunkerOp = null;if (chunkerModelFile != null) {chunkerOp = OpenNLPOpsFactory.getChunker(chunkerModelFile);}return new OpenNLPChunkerFilter(in, chunkerOp);} catch (IOException e) {throw new IllegalArgumentException(e);}}
public virtual IList<PackedObjectInfo> GetSortedObjectList(IComparer<PackedObjectInfo> cmp){Arrays.Sort(entries, 0, entryCount, cmp);IList<PackedObjectInfo> list = Arrays.AsList(entries);if (entryCount < entries.Length){list = list.SubList(0, entryCount);}return list;} ||| public List<PackedObjectInfo> getSortedObjectList(Comparator<PackedObjectInfo> cmp) {Arrays.sort(entries, 0, entryCount, cmp);List<PackedObjectInfo> list = Arrays.asList(entries);if (entryCount < entries.length)list = list.subList(0, entryCount);return list;}
public string GetSecurityToken(){var credentials = GetCredentials();var sessionCredentials = credentials as BasicSessionCredentials;return sessionCredentials != null ? sessionCredentials.GetSessionToken() : null;} ||| public String getSecurityToken() {AlibabaCloudCredentials credentials = getCredentials();if (credentials instanceof BasicSessionCredentials) {return ((BasicSessionCredentials) credentials).getSessionToken();} else {return null;}}
public virtual StopAutoMLJobResponse StopAutoMLJob(StopAutoMLJobRequest request){var options = new InvokeOptions();options.RequestMarshaller = StopAutoMLJobRequestMarshaller.Instance;options.ResponseUnmarshaller = StopAutoMLJobResponseUnmarshaller.Instance;return Invoke<StopAutoMLJobResponse>(request, options);} ||| public StopAutoMLJobResult stopAutoMLJob(StopAutoMLJobRequest request) {request = beforeClientExecution(request);return executeStopAutoMLJob(request);}
public virtual int FindStartOffset(StringBuilder buffer, int start){if (start > buffer.Length || start < 1) return start;bi.SetText(buffer.ToString(0, start - 0));bi.Last();return bi.Previous();} ||| public int findStartOffset(StringBuilder buffer, int start) {if( start > buffer.length() || start < 1 ) return start;bi.setText(buffer.substring(0, start));bi.last();return bi.previous();}
public virtual StartImageBuilderResponse StartImageBuilder(StartImageBuilderRequest request){var options = new InvokeOptions();options.RequestMarshaller = StartImageBuilderRequestMarshaller.Instance;options.ResponseUnmarshaller = StartImageBuilderResponseUnmarshaller.Instance;return Invoke<StartImageBuilderResponse>(request, options);} ||| public StartImageBuilderResult startImageBuilder(StartImageBuilderRequest request) {request = beforeClientExecution(request);return executeStartImageBuilder(request);}
public double ReadDouble(){long valueLongBits = ReadLong();double result = BitConverter.Int64BitsToDouble(valueLongBits);if (Double.IsNaN(result)){throw new Exception("Did not expect to read NaN"); }return result;} ||| public double readDouble() {long valueLongBits = readLong();double result = Double.longBitsToDouble(valueLongBits);if (Double.isNaN(result)) {throw new RuntimeException("Did not expect to read NaN");}return result;}
public double ReadDouble(){return _in.ReadDouble();} ||| public double readDouble(){return _in.readDouble();}
public virtual int CompareTo(Cell o){return string.CompareOrdinal(TokenString, o.TokenString);} ||| public int compareTo(Cell other) {return Double.compare(distanceSquared, other.distanceSquared);}
public virtual GetCampaignDateRangeKpiResponse GetCampaignDateRangeKpi(GetCampaignDateRangeKpiRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetCampaignDateRangeKpiRequestMarshaller.Instance;options.ResponseUnmarshaller = GetCampaignDateRangeKpiResponseUnmarshaller.Instance;return Invoke<GetCampaignDateRangeKpiResponse>(request, options);} ||| public GetCampaignDateRangeKpiResult getCampaignDateRangeKpi(GetCampaignDateRangeKpiRequest request) {request = beforeClientExecution(request);return executeGetCampaignDateRangeKpi(request);}
public override String ToString(){StringBuilder sb = new StringBuilder();sb.Append(GetType().Name).Append(" [CRN");sb.Append(" rowIx=").Append(field_3_row_index);sb.Append(" firstColIx=").Append(field_2_first_column_index);sb.Append(" lastColIx=").Append(field_1_last_column_index);sb.Append("]");return sb.ToString();} ||| public String toString() {StringBuilder sb = new StringBuilder();sb.append(getClass().getName()).append(" [CRN");sb.append(" rowIx=").append(field_3_row_index);sb.append(" firstColIx=").append(field_2_first_column_index);sb.append(" lastColIx=").append(field_1_last_column_index);sb.append("]");return sb.toString();}
public void Add(double value){EnsureCapacity(_Count + 1);_array[_Count] = value;_Count++;} ||| public void add(double value) {ensureCapacity(_count + 1);_array[_count] = value;_count++;}
public String GetSheetName(int sheetIndex){return GetSheetEvaluator(sheetIndex).SheetName;} ||| public String getSheetName(int sheetIndex) {return getSheetEvaluator(sheetIndex).getSheetName();}
public virtual TransferDomainToAnotherAwsAccountResponse TransferDomainToAnotherAwsAccount(TransferDomainToAnotherAwsAccountRequest request){var options = new InvokeOptions();options.RequestMarshaller = TransferDomainToAnotherAwsAccountRequestMarshaller.Instance;options.ResponseUnmarshaller = TransferDomainToAnotherAwsAccountResponseUnmarshaller.Instance;return Invoke<TransferDomainToAnotherAwsAccountResponse>(request, options);} ||| public TransferDomainToAnotherAwsAccountResult transferDomainToAnotherAwsAccount(TransferDomainToAnotherAwsAccountRequest request) {request = beforeClientExecution(request);return executeTransferDomainToAnotherAwsAccount(request);}
public bool weakCompareAndSet(V expect, V update){return compareAndSet(expect, update);} ||| public final boolean weakCompareAndSet(V expect, V update) {return unsafe.compareAndSwapObject(this, valueOffset, expect, update);}
public override void SetResult(ReceiveCommand.Result status, string msg){this._enclosing.result = this.Decode(status);base.SetResult(status, msg);} ||| public void setResult(ReceiveCommand.Result status, String msg) {result = decode(status);super.setResult(status, msg);}
public override string ToString(){return "skip";} ||| public String toString() {return "skip";}
public virtual IList<string> GetModifiedFiles(){return modifiedFiles;} ||| public List<String> getModifiedFiles() {return modifiedFiles;}
public override void Serialize(ILittleEndianOutput out1){out1.WriteShort(Row);out1.WriteShort(Column);out1.WriteShort(XFIndex);SerializeValue(out1);} ||| public final void serialize(LittleEndianOutput out) {out.writeShort(getRow());out.writeShort(getColumn());out.writeShort(getXFIndex());serializeValue(out);}
public override string ToString(){return "NotIgnored(" + index + ")";} ||| public String toString() {return "NotIgnored(" + index + ")";}
public virtual DescribeDBClusterParametersResponse DescribeDBClusterParameters(DescribeDBClusterParametersRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeDBClusterParametersRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeDBClusterParametersResponseUnmarshaller.Instance;return Invoke<DescribeDBClusterParametersResponse>(request, options);} ||| public DescribeDBClusterParametersResult describeDBClusterParameters(DescribeDBClusterParametersRequest request) {request = beforeClientExecution(request);return executeDescribeDBClusterParameters(request);}
public CellRangeAddress Copy(){return new CellRangeAddress(FirstRow, LastRow, FirstColumn, LastColumn);} ||| public CellRangeAddress copy() {return new CellRangeAddress(getFirstRow(), getLastRow(), getFirstColumn(), getLastColumn());}
public bool HasAny(RevFlagSet set){return (flags & set.mask) != 0;} ||| public final boolean hasAny(RevFlagSet set) {return (flags & set.mask) != 0;}
public virtual GetPolicyResponse GetPolicy(GetPolicyRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetPolicyRequestMarshaller.Instance;options.ResponseUnmarshaller = GetPolicyResponseUnmarshaller.Instance;return Invoke<GetPolicyResponse>(request, options);} ||| public GetPolicyResult getPolicy(GetPolicyRequest request) {request = beforeClientExecution(request);return executeGetPolicy(request);}
public BookSheetKey(int bookIndex, int sheetIndex){_bookIndex = bookIndex;_sheetIndex = sheetIndex;} ||| public BookSheetKey(int bookIndex, int sheetIndex) {_bookIndex = bookIndex;_sheetIndex = sheetIndex;}
public virtual void SetRate(int rate, bool perMin){this.rate = rate;this.perMin = perMin;SetSequenceName();} ||| public void setRate(int rate, boolean perMin) {this.rate = rate;this.perMin = perMin;setSequenceName();}
public virtual DescribeVpcEndpointConnectionsResponse DescribeVpcEndpointConnections(DescribeVpcEndpointConnectionsRequest request){var options = new InvokeOptions();options.RequestMarshaller = DescribeVpcEndpointConnectionsRequestMarshaller.Instance;options.ResponseUnmarshaller = DescribeVpcEndpointConnectionsResponseUnmarshaller.Instance;return Invoke<DescribeVpcEndpointConnectionsResponse>(request, options);} ||| public DescribeVpcEndpointConnectionsResult describeVpcEndpointConnections(DescribeVpcEndpointConnectionsRequest request) {request = beforeClientExecution(request);return executeDescribeVpcEndpointConnections(request);}
public virtual GetHostedZoneResponse GetHostedZone(GetHostedZoneRequest request){var options = new InvokeOptions();options.RequestMarshaller = GetHostedZoneRequestMarshaller.Instance;options.ResponseUnmarshaller = GetHostedZoneResponseUnmarshaller.Instance;return Invoke<GetHostedZoneResponse>(request, options);} ||| public GetHostedZoneResult getHostedZone(GetHostedZoneRequest request) {request = beforeClientExecution(request);return executeGetHostedZone(request);}
public ChangeBatch(List<Change> changes){_changes = changes;} ||| public ChangeBatch(java.util.List<Change> changes) {setChanges(changes);}
public String[] GetExternalBookAndSheetName(int extRefIndex){int ebIx = _externSheetRecord.GetExtbookIndexFromRefIndex(extRefIndex);SupBookRecord ebr = _externalBookBlocks[ebIx].GetExternalBookRecord();if (!ebr.IsExternalReferences){return null;}int shIx1 = _externSheetRecord.GetFirstSheetIndexFromRefIndex(extRefIndex);int shIx2 = _externSheetRecord.GetLastSheetIndexFromRefIndex(extRefIndex);String firstSheetName = null;String lastSheetName = null;if (shIx1 >= 0){firstSheetName = ebr.SheetNames[shIx1];}if (shIx2 >= 0){lastSheetName = ebr.SheetNames[shIx2];}if (shIx1 == shIx2){return new String[] {ebr.URL,firstSheetName};}else{return new String[] {ebr.URL,firstSheetName,lastSheetName};}} ||| public String[] getExternalBookAndSheetName(int extRefIndex) {int ebIx = _externSheetRecord.getExtbookIndexFromRefIndex(extRefIndex);SupBookRecord ebr = _externalBookBlocks[ebIx].getExternalBookRecord();if (!ebr.isExternalReferences()) {return null;}int shIx1 = _externSheetRecord.getFirstSheetIndexFromRefIndex(extRefIndex);int shIx2 = _externSheetRecord.getLastSheetIndexFromRefIndex(extRefIndex);String firstSheetName = null;String lastSheetName = null;if (shIx1 >= 0) {firstSheetName = ebr.getSheetNames()[shIx1];}if (shIx2 >= 0) {lastSheetName = ebr.getSheetNames()[shIx2];}if (shIx1 == shIx2) {return new String[]{ebr.getURL(),firstSheetName};} else {return new String[]{ebr.getURL(),firstSheetName,lastSheetName};}}
public ChartEndBlockRecord(RecordInputStream in1){rt = in1.ReadShort();grbitFrt = in1.ReadShort();iObjectKind = in1.ReadShort();if(in1.Available() == 0) {unused = new byte[0];} else {unused = new byte[6];in1.ReadFully(unused);}} ||| public ChartEndBlockRecord(RecordInputStream in) {rt = in.readShort();grbitFrt = in.readShort();iObjectKind = in.readShort();if(in.available() == 0) {unused = new byte[0];} else {unused = new byte[6];in.readFully(unused);}}
public virtual CreateQueueResponse CreateQueue(CreateQueueRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateQueueRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateQueueResponseUnmarshaller.Instance;return Invoke<CreateQueueResponse>(request, options);} ||| public CreateQueueResult createQueue(CreateQueueRequest request) {request = beforeClientExecution(request);return executeCreateQueue(request);}
public virtual void SetMaxDocCharsToAnalyze(int maxDocCharsToAnalyze){this.maxCharsToAnalyze = maxDocCharsToAnalyze;} ||| public void setMaxDocCharsToAnalyze(int maxDocCharsToAnalyze) {this.maxCharsToAnalyze = maxDocCharsToAnalyze;}
public virtual CreateCodeRepositoryResponse CreateCodeRepository(CreateCodeRepositoryRequest request){var options = new InvokeOptions();options.RequestMarshaller = CreateCodeRepositoryRequestMarshaller.Instance;options.ResponseUnmarshaller = CreateCodeRepositoryResponseUnmarshaller.Instance;return Invoke<CreateCodeRepositoryResponse>(request, options);} ||| public CreateCodeRepositoryResult createCodeRepository(CreateCodeRepositoryRequest request) {request = beforeClientExecution(request);return executeCreateCodeRepository(request);}
public static string GetLastCommitSegmentsFileName(string[] files){return IndexFileNames.FileNameFromGeneration(IndexFileNames.SEGMENTS, "", GetLastCommitGeneration(files));} ||| public static String getLastCommitSegmentsFileName(String[] files) {return IndexFileNames.fileNameFromGeneration(IndexFileNames.SEGMENTS,"",getLastCommitGeneration(files));}
public java.nio.CharBuffer put(char[] src){return put(src, 0, src.Length);} ||| public final CharBuffer put(char[] src) {return put(src, 0, src.length);}
public virtual ModifyCertificatesResponse ModifyCertificates(ModifyCertificatesRequest request){var options = new InvokeOptions();options.RequestMarshaller = ModifyCertificatesRequestMarshaller.Instance;options.ResponseUnmarshaller = ModifyCertificatesResponseUnmarshaller.Instance;return Invoke<ModifyCertificatesResponse>(request, options);} ||| public Certificate modifyCertificates(ModifyCertificatesRequest request) {request = beforeClientExecution(request);return executeModifyCertificates(request);}
