request -> request: Probability = 0.99, Count = 5409
HSSFConditionalFormattingRule -> rules: Probability = 0.05, Count = 1
_m -> _m: Probability = 1.00, Count = 2
construct -> construct: Probability = 1.00, Count = 1
instance -> instance: Probability = 0.82, Count = 9
instance -> searcher: Probability = 0.09, Count = 1
instance -> ;: Probability = 0.09, Count = 1
InnerException -> getTargetException: Probability = 1.00, Count = 1
Unable -> Unable: Probability = 0.60, Count = 3
Unable -> ": Probability = 0.20, Count = 1
Unable -> to: Probability = 0.20, Count = 1
arr -> arr: Probability = 0.82, Count = 14
arr -> =: Probability = 0.06, Count = 1
arr -> return: Probability = 0.06, Count = 1
arr -> (: Probability = 0.06, Count = 1
ordsCache -> {: Probability = 0.33, Count = 1
ordsCache -> CachedOrds: Probability = 0.33, Count = 1
ordsCache -> shallowSizeOf: Probability = 0.33, Count = 1
WriteLong -> writeLong: Probability = 1.00, Count = 7
DoubleToInt64Bits -> doubleToLongBits: Probability = 1.00, Count = 2
WriteDouble -> writeDouble: Probability = 1.00, Count = 15
flushBytes -> flushBytes: Probability = 1.00, Count = 3
DocumentsWriterFlushControl -> DocumentsWriterFlushControl: Probability = 1.00, Count = 2
activeBytes -> activeBytes: Probability = 1.00, Count = 3
ListSecurityConfigurationsRequest -> ListSecurityConfigurationsRequest: Probability = 1.00, Count = 1
ListSecurityConfigurationsResponse -> executeListSecurityConfigurations: Probability = 0.50, Count = 1
ListSecurityConfigurationsResponse -> ListSecurityConfigurationsResult: Probability = 0.50, Count = 1
ListSecurityConfigurationsResponseUnmarshaller -> executeListSecurityConfigurations: Probability = 1.00, Count = 1
ListSecurityConfigurations -> listSecurityConfigurations: Probability = 1.00, Count = 1
ListQualificationRequestsRequest -> ListQualificationRequestsRequest: Probability = 1.00, Count = 1
ListQualificationRequestsResponse -> executeListQualificationRequests: Probability = 0.50, Count = 1
ListQualificationRequestsResponse -> ListQualificationRequestsResult: Probability = 0.50, Count = 1
ListQualificationRequestsResponseUnmarshaller -> executeListQualificationRequests: Probability = 1.00, Count = 1
ListQualificationRequests -> listQualificationRequests: Probability = 1.00, Count = 1
ReleaseAddressRequestMarshaller -> executeReleaseAddress: Probability = 1.00, Count = 1
ReleaseAddressRequest -> ReleaseAddressRequest: Probability = 1.00, Count = 2
ReleaseAddressResponseUnmarshaller -> executeReleaseAddress: Probability = 1.00, Count = 1
ReleaseAddressResponse -> ReleaseAddressResult: Probability = 1.00, Count = 1
ReleaseAddress -> releaseAddress: Probability = 1.00, Count = 1
FillOval -> fillOval: Probability = 1.00, Count = 1
OBJECT_TYPE_OVAL -> OBJECT_TYPE_OVAL: Probability = 1.00, Count = 2
IsNoFill -> setNoFill: Probability = 0.75, Count = 3
IsNoFill -> =: Probability = 0.25, Count = 1
width -> width: Probability = 0.88, Count = 30
width -> ;: Probability = 0.06, Count = 2
width -> x: Probability = 0.03, Count = 1
width -> height: Probability = 0.03, Count = 1
HSSFSimpleShape -> HSSFSimpleShape: Probability = 0.88, Count = 14
HSSFSimpleShape -> HSSFTextbox: Probability = 0.06, Count = 1
HSSFSimpleShape -> HSSFClientAnchor: Probability = 0.06, Count = 1
LineStyle -> setLineStyle: Probability = 1.00, Count = 2
height -> height: Probability = 0.78, Count = 25
height -> y: Probability = 0.03, Count = 1
height -> ;: Probability = 0.06, Count = 2
height -> <: Probability = 0.03, Count = 1
height -> ): Probability = 0.03, Count = 1
height -> _height: Probability = 0.03, Count = 1
height -> ": Probability = 0.03, Count = 1
ShapeType -> setShapeType: Probability = 1.00, Count = 6
CreateShape -> createShape: Probability = 1.00, Count = 5
startpos -> startpos: Probability = 1.00, Count = 3
needle -> needle: Probability = 1.00, Count = 8
TextFunction -> TextFunction: Probability = 1.00, Count = 5
Eval -> eval: Probability = 1.00, Count = 5
haystack -> haystack: Probability = 1.00, Count = 4
invalidationBatch -> invalidationBatch: Probability = 1.00, Count = 2
_invalidationBatch -> setInvalidationBatch: Probability = 1.00, Count = 1
CreateInvalidationRequest -> CreateInvalidationRequest: Probability = 1.00, Count = 2
_distributionId -> setDistributionId: Probability = 1.00, Count = 1
InvalidationBatch -> InvalidationBatch: Probability = 1.00, Count = 3
CreateUsageReportSubscription -> CreateUsageReportSubscriptionResult: Probability = 0.50, Count = 1
CreateUsageReportSubscription -> createUsageReportSubscription: Probability = 0.50, Count = 1
CreateUsageReportSubscriptionRequest -> CreateUsageReportSubscriptionRequest: Probability = 1.00, Count = 1
CreateUsageReportSubscriptionResponse -> executeCreateUsageReportSubscription: Probability = 0.50, Count = 1
CreateUsageReportSubscriptionResponse -> CreateUsageReportSubscriptionResult: Probability = 0.50, Count = 1
CreateUsageReportSubscriptionResponseUnmarshaller -> executeCreateUsageReportSubscription: Probability = 1.00, Count = 1
GetDetectorsRequest -> GetDetectorsRequest: Probability = 1.00, Count = 1
GetDetectorsResponseUnmarshaller -> executeGetDetectors: Probability = 1.00, Count = 1
GetDetectorsResponse -> GetDetectorsResult: Probability = 1.00, Count = 1
GetDetectors -> getDetectors: Probability = 1.00, Count = 1
FromDouble -> fromDouble: Probability = 1.00, Count = 1
Username -> setUsername: Probability = 0.29, Count = 2
Username -> getUsername: Probability = 0.29, Count = 2
Username -> Username: Probability = 0.29, Count = 2
Username -> rawText: Probability = 0.14, Count = 1
username -> username: Probability = 0.87, Count = 13
username -> .: Probability = 0.07, Count = 1
username -> =: Probability = 0.07, Count = 1
ReadOnly -> setReadOnly: Probability = 0.50, Count = 1
ReadOnly -> getReadOnly: Probability = 0.50, Count = 1
WriteProtectWorkbook -> writeProtectWorkbook: Probability = 1.00, Count = 3
WriteAccess -> getWriteAccess: Probability = 0.50, Count = 1
WriteAccess -> getWriteProtect: Probability = 0.50, Count = 1
FileSharingRecord -> FileSharingRecord: Probability = 0.67, Count = 2
FileSharingRecord -> setReadOnly: Probability = 0.33, Count = 1
frec -> frec: Probability = 1.00, Count = 5
HashPassword -> setPassword: Probability = 0.33, Count = 1
HashPassword -> CryptoFunctions: Probability = 0.33, Count = 1
HashPassword -> createXorVerifier1: Probability = 0.33, Count = 1
waccess -> waccess: Probability = 1.00, Count = 2
WriteAccessRecord -> WriteAccessRecord: Probability = 1.00, Count = 2
FileSharing -> getFileSharing: Probability = 1.00, Count = 1
putty -> putty: Probability = 1.00, Count = 3
GetURI -> getURI: Probability = 1.00, Count = 8
SystemReader -> SystemReader: Probability = 0.20, Count = 1
SystemReader -> default: Probability = 0.20, Count = 1
SystemReader -> dateTimeInstance: Probability = 0.20, Count = 1
SystemReader -> =: Probability = 0.20, Count = 1
SystemReader -> dateTimeInstance2: Probability = 0.20, Count = 1
Start -> (: Probability = 0.05, Count = 1
Start -> start: Probability = 0.80, Count = 16
Start -> .: Probability = 0.05, Count = 1
Start -> Start: Probability = 0.10, Count = 2
P -> P: Probability = 1.00, Count = 1
GetUser -> getUser: Probability = 0.56, Count = 5
GetUser -> ): Probability = 0.11, Count = 1
GetUser -> !: Probability = 0.11, Count = 1
GetUser -> (: Probability = 0.11, Count = 1
GetUser -> ,: Probability = 0.11, Count = 1
pb -> .: Probability = 0.50, Count = 1
pb -> (: Probability = 0.50, Count = 1
GIT_SSH -> GIT_SSH: Probability = 1.00, Count = 1
SystemProcess -> ): Probability = 1.00, Count = 1
GIT_DIR_KEY -> (: Probability = 1.00, Count = 1
Getenv -> getenv: Probability = 1.00, Count = 1
plink -> plink: Probability = 1.00, Count = 1
GetInstance -> getInstance: Probability = 0.55, Count = 6
GetInstance -> format: Probability = 0.09, Count = 1
GetInstance -> (: Probability = 0.09, Count = 1
GetInstance -> Normalizer2: Probability = 0.18, Count = 2
GetInstance -> Transliterator: Probability = 0.09, Count = 1
GetPort -> new: Probability = 0.17, Count = 1
GetPort -> getPort: Probability = 0.50, Count = 3
GetPort -> ): Probability = 0.17, Count = 1
GetPort -> (: Probability = 0.17, Count = 1
local -> ): Probability = 0.25, Count = 1
local -> local: Probability = 0.25, Count = 1
local -> .: Probability = 0.25, Count = 1
local -> tn: Probability = 0.25, Count = 1
Exec -> exec: Probability = 1.00, Count = 2
TransportException -> .: Probability = 0.50, Count = 1
TransportException -> TransportException: Probability = 0.50, Count = 1
tortoiseplink -> tortoiseplink: Probability = 1.00, Count = 1
batch -> batch: Probability = 1.00, Count = 1
recordData -> recordData: Probability = 1.00, Count = 3
UpdateFleetCapacityRequest -> UpdateFleetCapacityRequest: Probability = 1.00, Count = 1
UpdateFleetCapacityResponse -> executeUpdateFleetCapacity: Probability = 0.50, Count = 1
UpdateFleetCapacityResponse -> UpdateFleetCapacityResult: Probability = 0.50, Count = 1
UpdateFleetCapacityResponseUnmarshaller -> executeUpdateFleetCapacity: Probability = 1.00, Count = 1
UpdateFleetCapacity -> updateFleetCapacity: Probability = 1.00, Count = 1
CreateDirectConnectGatewayAssociation -> CreateDirectConnectGatewayAssociationResult: Probability = 0.50, Count = 1
CreateDirectConnectGatewayAssociation -> createDirectConnectGatewayAssociation: Probability = 0.50, Count = 1
CreateDirectConnectGatewayAssociationRequest -> CreateDirectConnectGatewayAssociationRequest: Probability = 1.00, Count = 1
CreateDirectConnectGatewayAssociationResponse -> executeCreateDirectConnectGatewayAssociation: Probability = 0.50, Count = 1
CreateDirectConnectGatewayAssociationResponse -> CreateDirectConnectGatewayAssociationResult: Probability = 0.50, Count = 1
CreateDirectConnectGatewayAssociationResponseUnmarshaller -> executeCreateDirectConnectGatewayAssociation: Probability = 1.00, Count = 1
filter -> filter: Probability = 0.68, Count = 21
filter -> UnicodeSet: Probability = 0.06, Count = 2
filter -> ;: Probability = 0.06, Count = 2
filter -> ,: Probability = 0.06, Count = 2
filter -> if: Probability = 0.06, Count = 2
filter -> (: Probability = 0.06, Count = 2
KeepWordFilter -> KeepWordFilter: Probability = 1.00, Count = 1
words -> words: Probability = 0.70, Count = 16
words -> ,: Probability = 0.17, Count = 4
words -> (: Probability = 0.04, Count = 1
words -> this: Probability = 0.04, Count = 1
words -> chunk: Probability = 0.04, Count = 1
GetEndA -> getEndA: Probability = 1.00, Count = 1
strictHostKeyChecking -> strictHostKeyChecking: Probability = 1.00, Count = 1
GetStrictHostKeyChecking -> getStrictHostKeyChecking: Probability = 1.00, Count = 1
changeSkip -> changeSkip: Probability = 1.00, Count = 6
Lift -> Lift: Probability = 1.00, Count = 1
field_1_precision -> field_1_precision: Probability = 1.00, Count = 1
GetAuthorizerRequest -> GetAuthorizerRequest: Probability = 1.00, Count = 1
GetAuthorizerResponseUnmarshaller -> executeGetAuthorizer: Probability = 1.00, Count = 1
GetAuthorizerResponse -> GetAuthorizerResult: Probability = 1.00, Count = 1
GetAuthorizer -> getAuthorizer: Probability = 1.00, Count = 1
StringCharacterIterator -> StringCharacterIterator: Probability = 0.75, Count = 3
StringCharacterIterator -> it: Probability = 0.25, Count = 1
GetDeltaBase -> getDeltaBase: Probability = 1.00, Count = 3
GetOffset -> (: Probability = 0.20, Count = 1
GetOffset -> getOffset: Probability = 0.80, Count = 4
doNotDelta -> doNotDelta: Probability = 1.00, Count = 1
GetDeltaDepth -> getDeltaDepth: Probability = 1.00, Count = 2
inpack -> ): Probability = 1.00, Count = 1
wantWrite -> wantWrite: Probability = 1.00, Count = 1
IsDoNotDelta -> isDoNotDelta: Probability = 1.00, Count = 1
ObjectToPack -> ObjectToPack: Probability = 0.67, Count = 2
ObjectToPack -> (: Probability = 0.33, Count = 1
WantWrite -> wantWrite: Probability = 1.00, Count = 1
TypeString -> typeString: Probability = 0.71, Count = 5
TypeString -> getObjectType: Probability = 0.29, Count = 2
IsDeltaRepresentation -> isDeltaRepresentation: Probability = 1.00, Count = 1
IsWritten -> (: Probability = 0.50, Count = 1
IsWritten -> isWritten: Probability = 0.50, Count = 1
IsReuseAsIs -> isReuseAsIs: Probability = 1.00, Count = 2
edge -> edge: Probability = 1.00, Count = 1
GetDeltaBaseId -> (: Probability = 0.50, Count = 1
GetDeltaBaseId -> getDeltaBaseId: Probability = 0.50, Count = 1
reuseAsIs -> reuseAsIs: Probability = 1.00, Count = 1
IsEdge -> isEdge: Probability = 1.00, Count = 1
readFully -> readFully: Probability = 1.00, Count = 4
GetMailboxDetailsRequest -> GetMailboxDetailsRequest: Probability = 1.00, Count = 1
GetMailboxDetailsResponse -> executeGetMailboxDetails: Probability = 0.50, Count = 1
GetMailboxDetailsResponse -> GetMailboxDetailsResult: Probability = 0.50, Count = 1
GetMailboxDetailsResponseUnmarshaller -> executeGetMailboxDetails: Probability = 1.00, Count = 1
GetMailboxDetails -> getMailboxDetails: Probability = 1.00, Count = 1
CharSequence -> CharSequence: Probability = 1.00, Count = 16
csq -> csq: Probability = 0.91, Count = 21
csq -> c: Probability = 0.09, Count = 2
RegisterFaceRequest -> RegisterFaceRequest: Probability = 1.00, Count = 1
PutInvitationConfiguration -> PutInvitationConfigurationResult: Probability = 0.50, Count = 1
PutInvitationConfiguration -> putInvitationConfiguration: Probability = 0.50, Count = 1
PutInvitationConfigurationRequest -> PutInvitationConfigurationRequest: Probability = 1.00, Count = 1
PutInvitationConfigurationResponse -> executePutInvitationConfiguration: Probability = 0.50, Count = 1
PutInvitationConfigurationResponse -> PutInvitationConfigurationResult: Probability = 0.50, Count = 1
PutInvitationConfigurationResponseUnmarshaller -> executePutInvitationConfiguration: Probability = 1.00, Count = 1
should -> should: Probability = 0.55, Count = 6
should -> ": Probability = 0.09, Count = 1
should -> First: Probability = 0.09, Count = 1
should -> new: Probability = 0.18, Count = 2
should -> must: Probability = 0.09, Count = 1
op -> op: Probability = 0.75, Count = 6
op -> get: Probability = 0.12, Count = 1
op -> ;: Probability = 0.12, Count = 1
queryTree -> queryTree: Probability = 1.00, Count = 2
Operator -> Operator: Probability = 0.80, Count = 4
Operator -> else: Probability = 0.20, Count = 1
DEFAULT_OPERATOR -> DEFAULT_OPERATOR: Probability = 1.00, Count = 4
on -> on: Probability = 0.86, Count = 12
on -> Cannot: Probability = 0.07, Count = 1
on -> BytesRef: Probability = 0.07, Count = 1
GetQueryConfigHandler -> getQueryConfigHandler: Probability = 1.00, Count = 3
Process -> process: Probability = 1.00, Count = 3
AND -> AND: Probability = 0.68, Count = 15
AND -> OR: Probability = 0.09, Count = 2
AND -> ": Probability = 0.05, Count = 1
AND -> (: Probability = 0.14, Count = 3
AND -> .: Probability = 0.05, Count = 1
usingAnd -> StandardQueryConfigHandler: Probability = 1.00, Count = 2
StandardQueryConfigHandler -> StandardQueryConfigHandler: Probability = 1.00, Count = 3
Bytes -> scratch: Probability = 0.05, Count = 2
Bytes -> ;: Probability = 0.03, Count = 1
Bytes -> bytes: Probability = 0.42, Count = 16
Bytes -> ,: Probability = 0.03, Count = 1
Bytes -> (: Probability = 0.03, Count = 1
Bytes -> next: Probability = 0.03, Count = 1
Bytes -> boost: Probability = 0.05, Count = 2
Bytes -> ): Probability = 0.08, Count = 3
Bytes -> result: Probability = 0.05, Count = 2
Bytes -> output: Probability = 0.03, Count = 1
Bytes -> offset: Probability = 0.08, Count = 3
Bytes -> prefix: Probability = 0.03, Count = 1
Bytes -> :: Probability = 0.03, Count = 1
Bytes -> term: Probability = 0.03, Count = 1
Bytes -> .: Probability = 0.03, Count = 1
Bytes -> dic: Probability = 0.03, Count = 1
scratch -> scratch: Probability = 0.39, Count = 12
scratch -> ): Probability = 0.06, Count = 2
scratch -> ;: Probability = 0.10, Count = 3
scratch -> previous: Probability = 0.03, Count = 1
scratch -> BytesRefBuilder: Probability = 0.03, Count = 1
scratch -> in: Probability = 0.06, Count = 2
scratch -> parseIntAt: Probability = 0.03, Count = 1
scratch -> startsWith: Probability = 0.10, Count = 3
scratch -> (: Probability = 0.03, Count = 1
scratch -> ,: Probability = 0.03, Count = 1
scratch -> .: Probability = 0.10, Count = 3
scratch -> chars: Probability = 0.03, Count = 1
Bucket -> Bucket: Probability = 0.50, Count = 1
Bucket -> bucket: Probability = 0.50, Count = 1
outside -> outside: Probability = 1.00, Count = 11
utf8 -> utf8: Probability = 0.73, Count = 11
utf8 -> ;: Probability = 0.20, Count = 3
utf8 -> =: Probability = 0.07, Count = 1
range -> range: Probability = 0.91, Count = 32
range -> allowable: Probability = 0.06, Count = 2
range -> Bad: Probability = 0.03, Count = 1
allowed -> allowed: Probability = 0.83, Count = 10
allowed -> }: Probability = 0.08, Count = 1
allowed -> components: Probability = 0.08, Count = 1
decode -> decode: Probability = 1.00, Count = 8
Charsets -> Charsets: Probability = 1.00, Count = 1
UTF_8 -> UTF_8: Probability = 1.00, Count = 1
