) -> ): Probability = 0.36, Count = 512
m -> N: Probability = 0.01, Count = 1
m -> /: Probability = 0.01, Count = 1
m -> System: Probability = 0.01, Count = 1
m -> for: Probability = 0.01, Count = 1
m -> *: Probability = 0.01, Count = 1
m -> -: Probability = 0.01, Count = 1
m -> time: Probability = 0.01, Count = 1
m -> :: Probability = 0.01, Count = 1
m -> return: Probability = 0.01, Count = 1
m -> 2: Probability = 0.01, Count = 1
z -> >: Probability = 0.20, Count = 1
z -> +: Probability = 0.20, Count = 1
z -> ;: Probability = 0.20, Count = 1
z -> ): Probability = 0.40, Count = 2
s -> s: Probability = 0.07, Count = 4
s -> {: Probability = 0.07, Count = 4
s -> =: Probability = 0.12, Count = 7
s -> x: Probability = 0.02, Count = 1
s -> 0: Probability = 0.02, Count = 1
s -> S: Probability = 0.02, Count = 1
s -> add: Probability = 0.02, Count = 1
s -> if: Probability = 0.03, Count = 2
s -> System: Probability = 0.03, Count = 2
s -> int: Probability = 0.05, Count = 3
s -> +: Probability = 0.02, Count = 1
s -> y: Probability = 0.02, Count = 1
s -> BufferedReader: Probability = 0.02, Count = 1
s -> java: Probability = 0.02, Count = 1
s -> scan: Probability = 0.03, Count = 2
s -> i: Probability = 0.03, Count = 2
s -> sc: Probability = 0.07, Count = 4
s -> n: Probability = 0.05, Count = 3
s -> max: Probability = 0.03, Count = 2
s -> min: Probability = 0.03, Count = 2
s -> a: Probability = 0.02, Count = 1
s -> c: Probability = 0.05, Count = 3
s -> off: Probability = 0.02, Count = 1
s -> util: Probability = 0.03, Count = 2
s -> ;: Probability = 0.03, Count = 2
s -> ): Probability = 0.02, Count = 1
s -> m: Probability = 0.02, Count = 1
s -> sum: Probability = 0.02, Count = 1
s -> .: Probability = 0.02, Count = 1
k -> ;: Probability = 0.05, Count = 4
k -> &: Probability = 0.01, Count = 1
k -> +: Probability = 0.01, Count = 1
k -> k: Probability = 0.10, Count = 8
k -> (: Probability = 0.07, Count = 6
k -> .: Probability = 0.06, Count = 5
k -> {: Probability = 0.04, Count = 3
k -> ]: Probability = 0.04, Count = 3
k -> x: Probability = 0.02, Count = 2
k -> ): Probability = 0.05, Count = 4
k -> int: Probability = 0.05, Count = 4
k -> e: Probability = 0.01, Count = 1
k -> =: Probability = 0.06, Count = 5
k -> f: Probability = 0.01, Count = 1
k -> ": Probability = 0.01, Count = 1
k -> out: Probability = 0.01, Count = 1
k -> long: Probability = 0.02, Count = 2
k -> j: Probability = 0.01, Count = 1
k -> Scanner: Probability = 0.01, Count = 1
k -> x2: Probability = 0.01, Count = 1
k -> s: Probability = 0.01, Count = 1
k -> now: Probability = 0.01, Count = 1
k -> i: Probability = 0.02, Count = 2
k -> String: Probability = 0.01, Count = 1
k -> if: Probability = 0.02, Count = 2
k -> println: Probability = 0.01, Count = 1
k -> K: Probability = 0.07, Count = 6
k -> -: Probability = 0.07, Count = 6
k -> n: Probability = 0.01, Count = 1
k -> *: Probability = 0.01, Count = 1
k -> dp: Probability = 0.01, Count = 1
k -> [: Probability = 0.02, Count = 2
k -> X: Probability = 0.01, Count = 1
k -> min: Probability = 0.01, Count = 1
k -> a: Probability = 0.01, Count = 1
k -> public: Probability = 0.01, Count = 1
comb -> Exception: Probability = 0.17, Count = 1
comb -> {: Probability = 0.17, Count = 1
comb -> ): Probability = 0.33, Count = 2
comb -> +: Probability = 0.17, Count = 1
comb -> Scanner: Probability = 0.17, Count = 1
math -> .: Probability = 0.10, Count = 5
math -> Main: Probability = 0.04, Count = 2
math -> 0: Probability = 0.02, Count = 1
math -> else: Probability = 0.02, Count = 1
math -> ;: Probability = 0.02, Count = 1
math -> }: Probability = 0.04, Count = 2
math -> io: Probability = 0.02, Count = 1
math -> mod: Probability = 0.02, Count = 1
math -> =: Probability = 0.04, Count = 2
math -> (: Probability = 0.04, Count = 2
math -> java: Probability = 0.04, Count = 2
math -> long: Probability = 0.08, Count = 4
math -> util: Probability = 0.02, Count = 1
math -> {: Probability = 0.02, Count = 1
math -> public: Probability = 0.04, Count = 2
math -> double: Probability = 0.02, Count = 1
math -> gl: Probability = 0.02, Count = 1
math -> nextLong: Probability = 0.06, Count = 3
math -> max: Probability = 0.02, Count = 1
math -> ): Probability = 0.06, Count = 3
math -> class: Probability = 0.02, Count = 1
math -> Math: Probability = 0.06, Count = 3
math -> sin: Probability = 0.02, Count = 1
math -> h_kakudo: Probability = 0.02, Count = 1
math -> m: Probability = 0.04, Count = 2
math -> b: Probability = 0.02, Count = 1
math -> math: Probability = 0.04, Count = 2
math -> Integer: Probability = 0.02, Count = 1
M -> +: Probability = 0.05, Count = 2
M -> S: Probability = 0.02, Count = 1
M -> if: Probability = 0.05, Count = 2
M -> &: Probability = 0.02, Count = 1
M -> b: Probability = 0.02, Count = 1
M -> ): Probability = 0.09, Count = 4
M -> [: Probability = 0.07, Count = 3
M -> M: Probability = 0.11, Count = 5
M -> (: Probability = 0.02, Count = 1
M -> MOD: Probability = 0.02, Count = 1
M -> angle_M: Probability = 0.02, Count = 1
M -> ,: Probability = 0.02, Count = 1
M -> m: Probability = 0.16, Count = 7
M -> -: Probability = 0.02, Count = 1
M -> 180: Probability = 0.02, Count = 1
M -> Math: Probability = 0.05, Count = 2
M -> j: Probability = 0.05, Count = 2
M -> =: Probability = 0.09, Count = 4
M -> <: Probability = 0.02, Count = 1
M -> int: Probability = 0.02, Count = 1
M -> sc: Probability = 0.02, Count = 1
M -> 0: Probability = 0.02, Count = 1
K -> sub: Probability = 0.07, Count = 1
K -> K: Probability = 0.29, Count = 4
K -> &: Probability = 0.07, Count = 1
K -> .: Probability = 0.07, Count = 1
K -> main: Probability = 0.07, Count = 1
K -> k: Probability = 0.21, Count = 3
K -> n: Probability = 0.07, Count = 1
K -> ): Probability = 0.07, Count = 1
K -> -: Probability = 0.07, Count = 1
S -> count: Probability = 0.11, Count = 1
S -> ): Probability = 0.11, Count = 1
S -> S: Probability = 0.11, Count = 1
S -> s: Probability = 0.11, Count = 1
S -> int: Probability = 0.11, Count = 1
S -> [: Probability = 0.11, Count = 1
S -> y: Probability = 0.11, Count = 1
S -> sc: Probability = 0.11, Count = 1
S -> =: Probability = 0.11, Count = 1
factorial -> (: Probability = 0.14, Count = 2
factorial -> scanner: Probability = 0.07, Count = 1
factorial -> nextInt: Probability = 0.07, Count = 1
factorial -> =: Probability = 0.21, Count = 3
factorial -> n: Probability = 0.07, Count = 1
factorial -> m: Probability = 0.07, Count = 1
factorial -> fact: Probability = 0.29, Count = 4
factorial -> M: Probability = 0.07, Count = 1
i1 -> s: Probability = 1.00, Count = 1
NO -> .: Probability = 0.38, Count = 3
NO -> (: Probability = 0.12, Count = 1
NO -> {: Probability = 0.12, Count = 1
NO -> }: Probability = 0.12, Count = 1
NO -> System: Probability = 0.12, Count = 1
NO -> 1: Probability = 0.12, Count = 1
YES -> .: Probability = 0.25, Count = 2
YES -> print: Probability = 0.12, Count = 1
YES -> }: Probability = 0.25, Count = 2
YES -> (: Probability = 0.12, Count = 1
YES -> System: Probability = 0.12, Count = 1
YES -> =: Probability = 0.12, Count = 1
sorted -> return: Probability = 0.07, Count = 1
sorted -> Scanner: Probability = 0.36, Count = 5
sorted -> sort: Probability = 0.07, Count = 1
sorted -> set: Probability = 0.07, Count = 1
sorted -> a: Probability = 0.07, Count = 1
sorted -> new: Probability = 0.07, Count = 1
sorted -> (: Probability = 0.14, Count = 2
sorted -> .: Probability = 0.14, Count = 2
set -> String: Probability = 0.10, Count = 2
set -> int: Probability = 0.15, Count = 3
set -> ;: Probability = 0.05, Count = 1
set -> {: Probability = 0.25, Count = 5
set -> ): Probability = 0.10, Count = 2
set -> a: Probability = 0.05, Count = 1
set -> .: Probability = 0.10, Count = 2
set -> Set: Probability = 0.05, Count = 1
set -> (: Probability = 0.05, Count = 1
set -> -: Probability = 0.05, Count = 1
set -> unite: Probability = 0.05, Count = 1
join -> contains: Probability = 0.25, Count = 1
join -> .: Probability = 0.25, Count = 1
join -> +: Probability = 0.25, Count = 1
join -> {: Probability = 0.25, Count = 1
N3 -> n3: Probability = 0.75, Count = 3
N3 -> n2: Probability = 0.25, Count = 1
N2 -> n2: Probability = 1.00, Count = 2
sort -> solve: Probability = 0.06, Count = 1
sort -> sort: Probability = 0.06, Count = 1
sort -> ;: Probability = 0.12, Count = 2
sort -> ): Probability = 0.06, Count = 1
sort -> lost: Probability = 0.06, Count = 1
sort -> >: Probability = 0.12, Count = 2
sort -> (: Probability = 0.19, Count = 3
sort -> System: Probability = 0.06, Count = 1
sort -> array: Probability = 0.06, Count = 1
sort -> Arrays: Probability = 0.12, Count = 2
sort -> .: Probability = 0.06, Count = 1
N4 -> n4: Probability = 1.00, Count = 1
N1 -> n1: Probability = 1.00, Count = 2
raw_input -> java: Probability = 0.33, Count = 7
raw_input -> util: Probability = 0.19, Count = 4
raw_input -> next: Probability = 0.05, Count = 1
raw_input -> InputStreamReader: Probability = 0.05, Count = 1
raw_input -> (: Probability = 0.14, Count = 3
raw_input -> .: Probability = 0.10, Count = 2
raw_input -> double: Probability = 0.05, Count = 1
raw_input -> nextInt: Probability = 0.05, Count = 1
raw_input -> import: Probability = 0.05, Count = 1
t -> i: Probability = 0.02, Count = 1
t -> if: Probability = 0.02, Count = 1
t -> t: Probability = 0.10, Count = 4
t -> j: Probability = 0.05, Count = 2
t -> ]: Probability = 0.02, Count = 1
t -> [: Probability = 0.07, Count = 3
t -> A: Probability = 0.05, Count = 2
t -> }: Probability = 0.05, Count = 2
t -> {: Probability = 0.02, Count = 1
t -> scanner: Probability = 0.02, Count = 1
t -> suma: Probability = 0.02, Count = 1
t -> get: Probability = 0.02, Count = 1
t -> ): Probability = 0.05, Count = 2
t -> m: Probability = 0.02, Count = 1
t -> n: Probability = 0.02, Count = 1
t -> %: Probability = 0.02, Count = 1
t -> parseInt: Probability = 0.02, Count = 1
t -> tokenizer: Probability = 0.02, Count = 1
t -> ;: Probability = 0.05, Count = 2
t -> =: Probability = 0.07, Count = 3
t -> makeList: Probability = 0.02, Count = 1
t -> true: Probability = 0.02, Count = 1
t -> Integer: Probability = 0.02, Count = 1
t -> nextInt: Probability = 0.02, Count = 1
t -> -: Probability = 0.05, Count = 2
t -> (: Probability = 0.02, Count = 1
t -> ,: Probability = 0.02, Count = 1
t -> 0: Probability = 0.02, Count = 1
t -> 1: Probability = 0.02, Count = 1
d -> [: Probability = 0.09, Count = 4
d -> d: Probability = 0.07, Count = 3
d -> int: Probability = 0.13, Count = 6
d -> ): Probability = 0.04, Count = 2
d -> +: Probability = 0.07, Count = 3
d -> showy: Probability = 0.02, Count = 1
d -> for: Probability = 0.02, Count = 1
d -> ,: Probability = 0.02, Count = 1
d -> (: Probability = 0.07, Count = 3
d -> j: Probability = 0.02, Count = 1
d -> a: Probability = 0.02, Count = 1
d -> 5: Probability = 0.02, Count = 1
d -> System: Probability = 0.02, Count = 1
d -> S: Probability = 0.02, Count = 1
d -> 0: Probability = 0.02, Count = 1
d -> .: Probability = 0.02, Count = 1
d -> false: Probability = 0.02, Count = 1
d -> x: Probability = 0.02, Count = 1
d -> &: Probability = 0.02, Count = 1
d -> index: Probability = 0.02, Count = 1
d -> else: Probability = 0.02, Count = 1
d -> {: Probability = 0.04, Count = 2
d -> score: Probability = 0.02, Count = 1
d -> =: Probability = 0.04, Count = 2
d -> ]: Probability = 0.02, Count = 1
d -> ;: Probability = 0.02, Count = 1
d -> time: Probability = 0.02, Count = 1
d -> t: Probability = 0.02, Count = 1
d -> IOException: Probability = 0.02, Count = 1
abs -> ): Probability = 0.21, Count = 9
abs -> ]: Probability = 0.02, Count = 1
abs -> lt: Probability = 0.02, Count = 1
abs -> i: Probability = 0.02, Count = 1
abs -> diffH: Probability = 0.02, Count = 1
abs -> diffW: Probability = 0.02, Count = 1
abs -> =: Probability = 0.02, Count = 1
abs -> Math: Probability = 0.05, Count = 2
abs -> -: Probability = 0.02, Count = 1
abs -> +: Probability = 0.02, Count = 1
abs -> (: Probability = 0.05, Count = 2
abs -> y: Probability = 0.02, Count = 1
abs -> {: Probability = 0.02, Count = 1
abs -> m: Probability = 0.02, Count = 1
abs -> if: Probability = 0.05, Count = 2
abs -> Scanner: Probability = 0.05, Count = 2
abs -> abs: Probability = 0.02, Count = 1
abs -> [: Probability = 0.05, Count = 2
abs -> sc: Probability = 0.07, Count = 3
abs -> .: Probability = 0.02, Count = 1
abs -> ,: Probability = 0.05, Count = 2
abs -> c: Probability = 0.05, Count = 2
abs -> min: Probability = 0.02, Count = 1
abs -> max: Probability = 0.02, Count = 1
abs -> ;: Probability = 0.02, Count = 1
abs -> &: Probability = 0.02, Count = 1
blst -> .: Probability = 0.33, Count = 1
blst -> i: Probability = 0.33, Count = 1
blst -> !: Probability = 0.33, Count = 1
alst -> .: Probability = 0.56, Count = 5
alst -> {: Probability = 0.11, Count = 1
alst -> ]: Probability = 0.11, Count = 1
alst -> ondo: Probability = 0.11, Count = 1
alst -> numberOfTypes: Probability = 0.11, Count = 1
temp -> {: Probability = 0.11, Count = 1
temp -> .: Probability = 0.22, Count = 2
temp -> [: Probability = 0.11, Count = 1
temp -> temperature: Probability = 0.11, Count = 1
temp -> =: Probability = 0.11, Count = 1
temp -> ): Probability = 0.11, Count = 1
temp -> long: Probability = 0.11, Count = 1
temp -> println: Probability = 0.11, Count = 1
insert -> .: Probability = 0.50, Count = 1
insert -> {: Probability = 0.50, Count = 1
clst -> k: Probability = 0.10, Count = 1
clst -> sc: Probability = 0.10, Count = 1
clst -> ;: Probability = 0.10, Count = 1
clst -> i: Probability = 0.20, Count = 2
clst -> =: Probability = 0.20, Count = 2
clst -> [: Probability = 0.10, Count = 1
clst -> ]: Probability = 0.20, Count = 2
c -> =: Probability = 0.20, Count = 8
c -> [: Probability = 0.10, Count = 4
c -> k: Probability = 0.03, Count = 1
c -> ): Probability = 0.10, Count = 4
c -> (: Probability = 0.03, Count = 1
c -> .: Probability = 0.05, Count = 2
c -> return: Probability = 0.03, Count = 1
c -> out: Probability = 0.03, Count = 1
c -> sc: Probability = 0.05, Count = 2
c -> b1: Probability = 0.03, Count = 1
c -> y: Probability = 0.03, Count = 1
c -> c: Probability = 0.03, Count = 1
c -> }: Probability = 0.05, Count = 2
c -> parseLong: Probability = 0.03, Count = 1
c -> BufferedReader: Probability = 0.03, Count = 1
c -> cnt: Probability = 0.03, Count = 1
c -> A_3: Probability = 0.10, Count = 4
c -> S: Probability = 0.03, Count = 1
c -> 3: Probability = 0.03, Count = 1
c -> ]: Probability = 0.03, Count = 1
c -> Math: Probability = 0.03, Count = 1
20 -> D: Probability = 0.17, Count = 1
20 -> import: Probability = 0.33, Count = 2
20 -> =: Probability = 0.17, Count = 1
20 -> ;: Probability = 0.17, Count = 1
20 -> MAX_VALUE: Probability = 0.17, Count = 1
predp -> [: Probability = 0.33, Count = 2
predp -> ): Probability = 0.33, Count = 2
predp -> i: Probability = 0.17, Count = 1
predp -> Math: Probability = 0.17, Count = 1
t1 -> .: Probability = 0.04, Count = 1
t1 -> =: Probability = 0.04, Count = 1
t1 -> <: Probability = 0.04, Count = 1
t1 -> ]: Probability = 0.08, Count = 2
t1 -> ): Probability = 0.08, Count = 2
t1 -> (: Probability = 0.12, Count = 3
t1 -> 0: Probability = 0.04, Count = 1
t1 -> t1: Probability = 0.08, Count = 2
t1 -> t2: Probability = 0.04, Count = 1
t1 -> b1: Probability = 0.04, Count = 1
t1 -> out: Probability = 0.04, Count = 1
t1 -> asum: Probability = 0.04, Count = 1
t1 -> *: Probability = 0.16, Count = 4
t1 -> }: Probability = 0.04, Count = 1
t1 -> String: Probability = 0.04, Count = 1
t1 -> sc: Probability = 0.08, Count = 2
save -> [: Probability = 0.33, Count = 1
save -> i: Probability = 0.67, Count = 2
v -> k: Probability = 0.04, Count = 1
v -> =: Probability = 0.07, Count = 2
v -> ]: Probability = 0.07, Count = 2
v -> }: Probability = 0.11, Count = 3
v -> [: Probability = 0.18, Count = 5
v -> in: Probability = 0.04, Count = 1
v -> i: Probability = 0.04, Count = 1
v -> for: Probability = 0.04, Count = 1
v -> sc: Probability = 0.07, Count = 2
v -> cnt1: Probability = 0.04, Count = 1
v -> v: Probability = 0.04, Count = 1
v -> vOdd: Probability = 0.07, Count = 2
v -> +: Probability = 0.04, Count = 1
v -> >: Probability = 0.07, Count = 2
v -> n: Probability = 0.04, Count = 1
v -> j: Probability = 0.04, Count = 1
v -> ;: Probability = 0.04, Count = 1
cx -> showy: Probability = 0.50, Count = 1
cx -> ]: Probability = 0.50, Count = 1
cj -> !: Probability = 1.00, Count = 1
INF -> java: Probability = 0.20, Count = 1
INF -> Math: Probability = 0.20, Count = 1
INF -> ): Probability = 0.20, Count = 1
INF -> =: Probability = 0.40, Count = 2
day -> <: Probability = 0.10, Count = 1
day -> day: Probability = 0.10, Count = 1
day -> =: Probability = 0.10, Count = 1
day -> continue: Probability = 0.10, Count = 1
day -> abs: Probability = 0.10, Count = 1
day -> ]: Probability = 0.20, Count = 2
day -> -: Probability = 0.10, Count = 1
day -> Math: Probability = 0.10, Count = 1
day -> int: Probability = 0.10, Count = 1
memo -> [: Probability = 0.20, Count = 1
memo -> ]: Probability = 0.40, Count = 2
memo -> day: Probability = 0.20, Count = 1
memo -> ;: Probability = 0.20, Count = 1
getInts -> new: Probability = 0.14, Count = 1
getInts -> nextInt: Probability = 0.43, Count = 3
getInts -> sc: Probability = 0.29, Count = 2
getInts -> .: Probability = 0.14, Count = 1
pt -> if: Probability = 0.33, Count = 1
pt -> i: Probability = 0.33, Count = 1
pt -> dp: Probability = 0.33, Count = 1
prev -> i: Probability = 0.50, Count = 1
prev -> else: Probability = 0.50, Count = 1
ret -> [: Probability = 0.50, Count = 1
ret -> ]: Probability = 0.50, Count = 1
b -> {: Probability = 0.04, Count = 4
b -> ]: Probability = 0.04, Count = 4
b -> c1: Probability = 0.01, Count = 1
b -> scanner: Probability = 0.02, Count = 2
b -> (: Probability = 0.09, Count = 8
b -> list: Probability = 0.01, Count = 1
b -> sc: Probability = 0.02, Count = 2
b -> 5: Probability = 0.01, Count = 1
